age,employment_status,income,credit_history,savings_account,num_existing_loans,loan_amount,loan_duration_months,debt_ratio,payment_history_score,housing,purpose,creditworthy
38,employed,30865.62,existing paid duly,< $1000,2,10130.39,24,0.128,96.1,own,other,1
25,employed,50338.28,all paid duly,none,2,18460.31,24,0.228,84.7,rent,furniture,1
48,employed,83232.68,critical account,$5000-$10000,3,19582.68,18,0.183,3.8,free,business,1
64,employed,46613.16,existing paid duly,none,0,8385.6,24,0.089,85.0,free,other,1
23,employed,68023.99,all paid duly,none,2,7019.57,36,0.024,49.8,rent,furniture,1
63,employed,33339.81,critical account,< $1000,2,11416.6,24,0.131,20.1,own,car,0
40,employed,44337.14,existing paid duly,< $1000,2,18408.05,36,0.164,71.5,own,furniture,1
46,employed,54758.15,existing paid duly,$5000-$10000,3,14848.43,6,0.574,100.0,own,business,1
27,employed,51257.92,critical account,$1000-$5000,1,3387.52,18,0.032,49.7,own,education,1
50,retired,17562.34,no credits,none,2,8319.92,60,0.057,61.3,rent,car,1
28,employed,32250.1,delay in past,< $1000,0,11330.81,18,0.263,50.5,own,car,0
32,employed,60565.48,existing paid duly,$1000-$5000,1,11545.92,24,0.092,86.6,rent,business,1
55,employed,63766.93,existing paid duly,< $1000,2,18367.1,24,0.183,95.6,own,business,1
21,retired,36702.01,all paid duly,,1,19611.22,60,0.088,77.5,own,car,1
41,self-employed,84831.53,all paid duly,,1,2581.98,12,0.024,78.1,rent,appliances,1
49,self-employed,54450.07,critical account,$1000-$5000,1,5119.75,12,0.069,20.1,rent,furniture,1
25,retired,21385.93,all paid duly,> $10000,0,8147.06,48,0.084,94.0,own,car,1
34,employed,66278.11,all paid duly,$1000-$5000,0,6279.76,36,0.024,100.0,rent,furniture,1
36,retired,29989.78,existing paid duly,none,1,8884.75,24,0.083,35.1,rent,business,1
52,employed,29526.33,delay in past,$1000-$5000,1,1358.77,18,0.023,,own,business,1
68,self-employed,33187.83,all paid duly,< $1000,0,1787.26,18,0.024,60.2,own,education,1
61,employed,52747.9,delay in past,$5000-$10000,0,16848.05,60,0.074,52.7,free,car,1
28,employed,42207.92,existing paid duly,< $1000,1,2625.36,36,0.014,47.7,own,furniture,1
19,retired,23777.99,delay in past,none,0,16569.46,60,0.121,26.2,own,furniture,0
21,employed,61892.4,no credits,< $1000,1,6800.83,60,0.023,90.2,own,furniture,1
49,retired,30375.91,no credits,< $1000,1,6856.35,24,0.07,67.0,own,education,1
26,employed,65945.5,existing paid duly,< $1000,1,2587.8,24,0.018,68.9,free,furniture,1
30,self-employed,16846.04,all paid duly,$1000-$5000,2,834.5,36,0.019,89.8,own,car,1
62,retired,26128.54,existing paid duly,$1000-$5000,1,7799.53,48,0.072,87.5,rent,furniture,1
63,employed,55941.34,no credits,$5000-$10000,2,18468.41,36,0.097,62.5,rent,car,1
61,retired,11176.68,delay in past,< $1000,1,19361.09,12,1.5,42.9,own,education,0
31,self-employed,40080.9,critical account,none,4,2041.1,60,0.013,27.9,rent,furniture,0
50,unemployed,6352.47,delay in past,< $1000,1,1157.84,36,0.07,69.5,free,business,0
50,employed,45341.75,critical account,< $1000,0,3596.61,48,0.016,33.8,free,car,1
28,employed,70638.7,critical account,none,2,16986.92,18,0.159,29.8,rent,furniture,1
47,self-employed,88811.13,existing paid duly,$5000-$10000,1,4719.97,24,0.024,77.0,own,car,1
45,employed,32174.97,existing paid duly,> $10000,0,5000.8,36,0.038,100.0,own,car,1
39,employed,53293.28,critical account,none,2,19617.82,36,0.104,36.3,own,appliances,0
57,employed,53801.07,critical account,$1000-$5000,0,17561.51,6,0.759,30.1,rent,car,0
53,student,9085.35,critical account,$1000-$5000,1,14249.17,18,0.773,70.0,own,car,0
46,employed,51283.93,delay in past,< $1000,1,3883.18,36,0.031,73.9,rent,furniture,0
56,unemployed,9956.79,all paid duly,$1000-$5000,1,8329.03,60,0.216,,rent,furniture,1
57,retired,38175.59,critical account,none,0,5105.46,6,0.199,26.0,own,other,0
47,employed,62363.85,critical account,none,2,14961.09,12,0.143,24.2,free,other,0
32,employed,28302.58,existing paid duly,> $10000,1,16494.09,24,0.369,37.0,own,furniture,1
57,self-employed,66482.12,delay in past,$1000-$5000,0,3271.61,12,0.031,67.4,own,car,1
55,employed,59054.88,existing paid duly,< $1000,1,18910.65,6,0.715,71.4,rent,education,1
69,self-employed,,critical account,< $1000,3,10953.87,24,0.05,2.6,own,education,0
26,self-employed,72591.92,no credits,> $10000,0,16002.61,24,0.076,91.6,own,education,1
40,self-employed,55422.95,delay in past,< $1000,2,1657.63,18,0.014,43.9,free,car,0
66,employed,48157.37,no credits,$5000-$10000,2,8284.47,18,0.085,66.1,free,car,1
45,self-employed,54206.58,all paid duly,$5000-$10000,2,867.05,60,0.01,54.8,rent,car,1
67,self-employed,15267.96,all paid duly,< $1000,0,14510.45,24,0.304,90.9,own,furniture,1
19,employed,43733.73,existing paid duly,$1000-$5000,1,2151.76,36,0.01,79.0,own,education,1
20,self-employed,39837.84,all paid duly,$1000-$5000,0,7096.57,12,0.188,81.1,own,appliances,1
59,retired,14033.84,critical account,$1000-$5000,1,16531.3,48,0.371,27.5,own,car,0
37,self-employed,78099.13,existing paid duly,< $1000,1,15860.09,48,0.041,100.0,free,appliances,1
45,employed,52941.27,critical account,none,0,12985.65,12,0.274,13.3,own,car,0
40,employed,44530.16,all paid duly,none,0,14033.4,36,0.055,69.0,rent,car,1
39,employed,36104.35,no credits,$1000-$5000,1,13858.96,36,0.148,82.7,own,business,1
66,employed,49664.67,delay in past,$1000-$5000,0,13004.88,18,0.188,,own,car,1
23,employed,60615.12,delay in past,,2,8050.09,36,0.054,30.4,own,other,1
58,retired,17053.49,existing paid duly,$1000-$5000,0,1049.23,18,0.041,90.4,own,other,1
64,employed,44923.95,delay in past,none,2,10027.16,24,0.14,60.9,own,car,0
52,student,10430.59,delay in past,none,0,1386.46,60,0.022,58.7,free,car,1
39,employed,14507.98,existing paid duly,$1000-$5000,0,9642.91,12,0.721,73.3,rent,car,1
27,employed,44093.28,critical account,< $1000,1,10027.02,12,0.246,,rent,other,0
53,employed,38238.66,delay in past,$1000-$5000,1,4184.32,12,0.078,45.5,own,car,1
42,employed,42892.18,existing paid duly,none,0,15793.1,60,0.091,68.6,rent,appliances,1
26,unemployed,7419.87,existing paid duly,< $1000,0,14232.08,12,1.5,85.2,rent,furniture,0
37,retired,25156.05,no credits,$5000-$10000,0,11411.02,12,0.541,77.7,own,education,1
68,student,13386.16,all paid duly,none,1,19482.98,36,0.383,65.3,rent,car,1
32,employed,39898.22,delay in past,none,1,6405.16,36,0.063,64.2,rent,appliances,0
28,unemployed,9918.89,delay in past,$1000-$5000,3,6451.07,24,0.244,19.8,free,business,0
53,employed,76417.26,all paid duly,,1,4280.85,60,0.014,76.2,free,car,1
29,retired,19379.87,existing paid duly,> $10000,2,12228.23,6,0.655,49.4,own,car,1
65,employed,73581.14,all paid duly,$5000-$10000,1,4729.69,24,0.032,66.6,own,education,1
62,employed,,all paid duly,$1000-$5000,1,18315.64,24,0.12,100.0,own,education,1
69,employed,73064.87,critical account,none,0,6434.04,18,0.063,8.5,own,appliances,1
65,employed,56815.67,existing paid duly,< $1000,2,11080.47,48,0.039,55.3,own,furniture,1
31,employed,49836.96,all paid duly,$5000-$10000,2,11908.01,24,0.143,91.2,own,other,1
29,retired,23448.7,existing paid duly,< $1000,2,7149.02,12,0.365,61.5,rent,car,0
36,unemployed,7034.27,existing paid duly,> $10000,2,16389.1,6,1.5,72.8,own,appliances,0
42,retired,24636.65,delay in past,$1000-$5000,0,13995.42,12,0.652,75.7,rent,other,1
63,employed,59133.44,critical account,none,0,15335.82,48,0.068,46.8,free,business,0
56,self-employed,51761.37,existing paid duly,< $1000,0,12315.45,12,0.2,61.6,own,other,1
51,employed,40013.19,existing paid duly,$1000-$5000,2,10420.91,48,0.05,67.6,own,furniture,1
63,employed,41050.18,existing paid duly,none,0,9253.88,12,0.151,79.6,rent,business,1
51,employed,60631.51,existing paid duly,< $1000,1,15196.05,60,0.028,81.4,own,car,1
38,employed,64296.29,all paid duly,$1000-$5000,2,8637.41,48,0.031,,own,car,1
40,self-employed,39857.86,no credits,none,1,9477.89,12,0.222,76.5,rent,education,1
45,employed,34469.74,delay in past,< $1000,0,3691.59,6,0.183,56.5,own,appliances,1
23,employed,50974.9,existing paid duly,$1000-$5000,1,14440.43,48,0.089,68.3,rent,other,1
56,self-employed,79801.08,existing paid duly,$1000-$5000,1,2100.03,6,0.027,59.1,free,education,1
52,employed,63049.35,no credits,< $1000,0,19814.99,12,0.371,83.4,own,appliances,1
56,retired,13484.44,delay in past,> $10000,1,3468.03,48,0.073,55.3,rent,appliances,0
46,employed,40840.8,all paid duly,$5000-$10000,2,8764.89,48,0.059,44.5,own,appliances,1
58,student,5394.31,existing paid duly,< $1000,1,5393.56,36,0.306,55.1,own,car,0
67,self-employed,47131.27,delay in past,none,0,6167.83,48,0.021,41.3,own,education,0
48,unemployed,14053.89,existing paid duly,$1000-$5000,0,6787.84,24,0.287,66.4,rent,education,1
41,unemployed,4518.81,critical account,< $1000,1,15232.94,36,1.228,56.7,rent,appliances,0
24,student,4000.0,all paid duly,$5000-$10000,2,4341.27,18,0.841,100.0,free,education,1
58,self-employed,36920.31,delay in past,$1000-$5000,0,5645.2,36,0.035,,rent,appliances,0
65,employed,49525.14,critical account,< $1000,0,2473.52,36,0.016,40.5,own,other,0
54,employed,54776.89,existing paid duly,$1000-$5000,1,7311.64,24,0.056,71.3,rent,education,1
63,self-employed,59961.56,existing paid duly,< $1000,1,19796.92,60,0.067,66.8,own,appliances,1
62,employed,63517.05,existing paid duly,$5000-$10000,1,8307.73,24,0.072,79.8,rent,education,1
59,employed,17231.4,delay in past,none,1,16441.0,24,0.305,52.7,own,business,0
44,employed,63716.3,critical account,$5000-$10000,3,10928.71,24,0.055,28.5,rent,education,0
24,employed,40084.5,delay in past,none,2,10193.91,12,0.136,50.5,free,other,0
19,employed,56521.04,critical account,$1000-$5000,2,18224.18,18,0.134,45.0,own,appliances,1
29,self-employed,27913.66,existing paid duly,$5000-$10000,2,1125.28,60,0.01,78.3,own,appliances,1
40,unemployed,9015.61,existing paid duly,< $1000,0,17365.29,18,0.716,73.4,own,furniture,0
56,student,8661.56,all paid duly,none,1,10459.64,36,0.315,71.5,own,education,1
42,employed,,delay in past,$5000-$10000,0,7346.98,24,0.06,100.0,own,appliances,1
20,employed,20032.24,critical account,$5000-$10000,0,18183.28,48,0.257,41.5,rent,other,0
29,self-employed,52559.7,existing paid duly,< $1000,1,7483.62,36,0.037,83.7,own,other,1
68,employed,27907.54,all paid duly,< $1000,0,19565.1,6,0.795,72.9,own,business,1
69,self-employed,61200.03,existing paid duly,$5000-$10000,0,18758.95,18,0.226,73.4,rent,business,1
38,employed,57241.16,delay in past,none,0,5724.5,36,0.027,53.3,rent,car,0
60,retired,34812.23,critical account,,3,8213.02,12,0.165,0.6,own,appliances,0
55,employed,36573.29,all paid duly,< $1000,1,17154.13,24,0.205,69.1,free,furniture,1
66,student,10596.23,all paid duly,none,3,4961.56,18,0.398,68.8,rent,appliances,1
64,self-employed,76768.41,existing paid duly,$5000-$10000,1,15511.71,6,0.322,59.2,free,car,1
51,employed,19118.86,all paid duly,< $1000,1,3169.37,60,0.042,62.7,own,other,1
39,unemployed,10928.89,critical account,> $10000,2,4960.24,60,0.064,35.8,own,education,0
50,employed,60096.55,existing paid duly,$1000-$5000,0,10259.86,36,0.033,95.2,own,car,1
35,unemployed,8185.01,existing paid duly,< $1000,4,18053.63,12,1.378,72.3,free,education,0
36,self-employed,29963.92,all paid duly,< $1000,1,15664.8,60,0.117,60.7,rent,business,1
50,employed,59851.55,existing paid duly,< $1000,3,14230.08,24,0.111,51.4,rent,appliances,1
48,employed,26107.74,critical account,$5000-$10000,0,5806.2,60,0.043,28.2,own,business,1
48,unemployed,8438.19,existing paid duly,$1000-$5000,1,9029.86,6,1.5,44.5,own,education,0
38,employed,44368.05,no credits,$1000-$5000,2,5831.3,12,0.119,75.5,rent,car,1
39,retired,30010.52,all paid duly,,0,5901.84,36,0.039,100.0,own,appliances,1
19,unemployed,7026.11,critical account,< $1000,1,7143.01,48,0.273,24.6,own,other,0
49,self-employed,39540.58,critical account,none,0,12177.53,12,0.205,36.4,rent,appliances,0
48,employed,46557.92,all paid duly,$1000-$5000,0,4548.1,18,0.063,74.3,rent,car,1
66,unemployed,12170.13,existing paid duly,< $1000,2,1463.12,24,0.071,58.7,own,appliances,0
44,retired,43214.58,no credits,< $1000,0,14002.87,60,0.057,73.4,rent,car,1
42,employed,21257.17,existing paid duly,< $1000,2,1017.75,36,0.012,58.1,own,other,1
22,employed,49966.64,all paid duly,< $1000,0,19430.3,60,0.075,67.4,own,car,1
29,employed,27887.07,delay in past,$1000-$5000,0,7330.57,36,0.053,20.9,own,car,0
36,employed,61046.28,critical account,$1000-$5000,2,691.17,48,0.01,36.2,own,car,0
38,unemployed,6043.58,all paid duly,> $10000,2,19524.35,24,1.456,100.0,own,appliances,0
37,employed,34374.29,existing paid duly,none,0,12196.19,12,0.249,82.7,own,business,1
39,self-employed,41275.27,all paid duly,$1000-$5000,1,17261.11,36,0.074,100.0,own,business,1
58,employed,43799.87,all paid duly,none,4,10779.58,24,0.119,69.9,own,furniture,1
25,employed,50090.36,no credits,$5000-$10000,0,7406.55,24,0.061,85.3,own,appliances,1
35,employed,52618.3,all paid duly,$1000-$5000,1,13940.0,12,0.215,62.2,rent,furniture,1
27,student,7983.85,critical account,< $1000,2,9258.72,36,0.501,47.8,own,car,0
34,self-employed,27795.98,no credits,$5000-$10000,0,11346.07,48,0.06,99.6,own,appliances,1
53,employed,56462.63,delay in past,< $1000,0,5917.55,18,0.044,59.0,own,education,1
21,unemployed,8833.18,no credits,< $1000,1,7335.91,60,0.199,99.9,own,education,0
36,employed,63297.32,existing paid duly,< $1000,1,2207.86,18,0.014,59.2,rent,furniture,1
20,employed,33853.11,existing paid duly,none,1,16523.59,12,0.602,67.6,rent,business,1
67,employed,19764.17,critical account,$5000-$10000,2,8032.85,12,0.421,18.5,own,car,0
56,retired,,all paid duly,$1000-$5000,1,20488.11,24,0.398,82.6,own,education,1
31,unemployed,13082.25,all paid duly,$1000-$5000,1,5843.56,6,0.645,86.9,own,furniture,1
29,self-employed,54929.15,delay in past,$5000-$10000,1,10251.7,36,0.049,50.5,own,business,1
24,employed,41855.2,delay in past,$1000-$5000,4,7749.45,36,0.072,41.5,rent,car,0
43,employed,31292.03,existing paid duly,< $1000,5,17539.43,24,0.153,61.2,rent,car,1
57,self-employed,83991.35,no credits,none,0,16263.14,48,0.054,76.2,rent,furniture,1
48,employed,28783.76,all paid duly,< $1000,2,10996.38,60,0.089,79.1,rent,education,1
63,retired,17906.69,delay in past,> $10000,1,8037.84,18,0.318,29.3,rent,car,1
36,unemployed,10795.61,existing paid duly,> $10000,2,16524.92,6,1.5,35.8,own,business,0
33,employed,15767.67,existing paid duly,$1000-$5000,1,4445.04,12,0.308,59.3,rent,furniture,1
43,unemployed,13014.96,all paid duly,none,1,12799.07,36,0.353,57.1,rent,furniture,0
29,retired,29243.22,all paid duly,none,2,16286.24,18,0.189,67.0,own,education,1
68,employed,59162.89,critical account,$5000-$10000,2,6325.83,36,0.043,27.4,rent,furniture,0
28,self-employed,62157.73,delay in past,none,0,13286.14,36,0.043,47.4,own,business,0
43,retired,22646.56,all paid duly,$1000-$5000,1,15578.76,24,0.436,70.0,own,business,1
45,employed,28255.41,critical account,< $1000,0,2789.62,12,0.055,74.4,rent,appliances,0
21,retired,22823.37,existing paid duly,< $1000,1,7157.01,12,0.216,47.3,own,education,1
42,employed,29640.03,all paid duly,$1000-$5000,1,8844.12,18,0.209,100.0,own,furniture,1
42,self-employed,60848.03,existing paid duly,> $10000,1,16412.73,48,0.041,67.1,own,car,1
32,unemployed,11541.36,delay in past,$1000-$5000,1,12144.67,36,0.227,38.2,rent,furniture,0
25,self-employed,78877.92,existing paid duly,< $1000,1,9729.77,24,0.031,80.6,rent,appliances,1
21,employed,50855.34,existing paid duly,< $1000,3,7723.47,36,0.059,61.8,rent,car,1
19,self-employed,68827.27,delay in past,$5000-$10000,2,637.12,24,0.01,,rent,car,1
43,employed,40319.97,all paid duly,$1000-$5000,1,939.01,6,0.047,100.0,own,business,1
23,employed,37467.14,critical account,< $1000,1,5448.14,12,0.14,0.0,rent,education,0
67,employed,52460.33,existing paid duly,$1000-$5000,1,2914.24,12,0.05,65.6,own,other,1
31,self-employed,44966.19,existing paid duly,< $1000,1,2973.54,6,0.106,73.4,own,car,1
52,employed,49239.68,existing paid duly,none,2,13478.76,18,0.135,95.3,rent,appliances,1
53,employed,,existing paid duly,$5000-$10000,2,13537.02,36,0.202,62.8,own,business,1
44,retired,16594.33,existing paid duly,$1000-$5000,0,1373.06,12,0.093,100.0,free,appliances,1
64,employed,55007.7,existing paid duly,none,1,12685.82,12,0.285,83.7,own,furniture,1
24,employed,58965.37,critical account,< $1000,2,3677.81,12,0.068,0.0,rent,furniture,0
30,employed,29475.92,delay in past,> $10000,0,7855.9,12,0.31,23.8,own,car,1
31,employed,55562.18,delay in past,$1000-$5000,1,20788.78,12,0.476,54.3,rent,appliances,0
25,unemployed,7321.88,all paid duly,$1000-$5000,2,11747.02,6,1.5,61.4,rent,car,0
34,employed,45259.96,existing paid duly,none,1,1225.0,12,0.033,79.9,own,car,1
34,employed,67316.87,existing paid duly,> $10000,0,7279.33,60,0.012,61.8,free,car,1
58,retired,30782.89,no credits,$5000-$10000,1,14261.64,18,0.181,48.5,rent,appliances,1
34,student,10228.44,delay in past,< $1000,0,4879.66,12,0.425,32.6,own,furniture,0
63,unemployed,15012.69,all paid duly,< $1000,2,21237.44,24,0.61,97.3,rent,furniture,1
58,student,6029.14,all paid duly,$1000-$5000,1,9232.89,12,1.3,45.6,own,business,1
64,retired,15718.65,all paid duly,$5000-$10000,0,911.2,24,0.027,100.0,rent,other,1
24,employed,33626.57,all paid duly,$1000-$5000,1,11593.09,18,0.214,100.0,own,appliances,1
69,self-employed,47368.08,all paid duly,> $10000,2,15054.27,48,0.095,76.0,rent,education,1
50,self-employed,,existing paid duly,$1000-$5000,1,9861.42,60,0.167,44.7,own,car,1
69,employed,41733.01,existing paid duly,< $1000,0,18599.33,36,0.112,80.0,rent,car,1
37,employed,36423.01,all paid duly,< $1000,2,19896.44,12,0.58,73.2,free,car,1
67,employed,57344.22,all paid duly,$5000-$10000,1,3370.21,24,0.03,54.7,free,furniture,1
49,self-employed,58414.03,delay in past,< $1000,2,2264.89,18,0.03,84.4,rent,furniture,1
22,unemployed,7107.81,no credits,< $1000,2,7249.03,36,0.254,54.1,rent,education,0
39,unemployed,10858.38,existing paid duly,$1000-$5000,1,12976.52,6,1.206,43.5,own,furniture,0
26,employed,56391.39,existing paid duly,< $1000,0,12231.11,36,0.091,75.1,own,business,1
67,employed,32895.4,existing paid duly,$5000-$10000,0,5797.04,18,0.063,68.8,rent,car,1
34,employed,37234.87,critical account,none,0,19046.46,24,0.267,61.8,rent,other,0
30,employed,9950.53,existing paid duly,< $1000,1,6817.62,18,0.346,63.2,own,appliances,1
47,retired,14838.46,critical account,< $1000,1,16990.98,18,0.64,28.3,rent,furniture,0
40,student,5921.09,delay in past,$1000-$5000,0,16723.61,36,1.1,56.0,own,furniture,0
23,retired,24623.0,all paid duly,$1000-$5000,1,2540.46,24,0.043,85.6,rent,other,1
60,student,5352.93,all paid duly,< $1000,1,5286.52,12,0.607,86.1,own,other,1
62,retired,19687.0,all paid duly,< $1000,1,4931.05,6,0.552,86.9,rent,furniture,1
56,employed,25701.04,existing paid duly,none,1,19354.86,48,0.097,73.0,own,car,1
50,employed,47695.04,existing paid duly,$1000-$5000,1,7713.87,24,0.058,62.5,own,other,1
39,employed,51705.0,all paid duly,> $10000,0,16811.19,24,0.151,97.0,rent,business,1
46,employed,51337.25,all paid duly,$1000-$5000,1,10312.42,24,0.085,75.5,own,business,1
45,employed,45194.69,existing paid duly,< $1000,2,10357.35,24,0.114,84.5,own,car,1
27,employed,20728.1,existing paid duly,$1000-$5000,2,19928.39,24,0.387,95.0,rent,appliances,1
23,retired,18792.39,existing paid duly,< $1000,0,9097.58,6,0.786,57.8,free,education,1
31,employed,38584.92,critical account,none,1,15775.84,24,0.159,78.3,rent,education,0
42,retired,20612.32,all paid duly,none,0,8775.36,24,0.257,69.2,own,business,1
